entry_time,exit_time,side,entry_price,exit_price,pnl_usd,pnl_jpy,balance,duration_min,exit_reason,k4h_at_entry,k1h_at_entry,k5m_at_entry
2022-11-14 05:25:00,2022-11-14 06:25:00,short,1765.5800000000002,1759.93,5.55,832.5,100832.5,60.0,5M_GC,72.35746115293952,18.803628461136025,7.167388643156575
2022-11-15 13:05:00,2022-11-15 13:45:00,short,1776.72,1776.06,0.56,84.0,100916.5,40.0,5M_GC,75.4322707059233,52.220236347030976,23.69818286816937
2022-11-28 04:45:00,2022-11-28 05:25:00,short,1750.0500000000002,1749.18,0.77,115.5,101032.0,40.0,5M_GC,27.996778208284752,29.31034482730624,23.703703702652277
2022-11-29 17:05:00,2022-11-29 18:20:00,short,1753.39,1750.85,2.44,366.0,101398.0,75.0,5M_GC,52.603305784906276,49.86180210019412,12.63251329483427
2022-11-29 21:20:00,2022-11-29 22:00:00,short,1751.48,1749.54,1.84,276.0,101674.0,40.0,5M_GC,46.59779614305796,28.673835125191193,10.659726581605474
2022-11-29 23:35:00,2022-11-30 07:05:00,short,1749.2900000000002,1754.66,-5.47,-820.5,100853.5,450.0,5M_GC,61.294624422007075,85.73818485874965,20.35087719187739
2022-11-30 18:20:00,2022-11-30 20:25:00,short,1752.0,1746.77,5.13,769.5,101623.0,125.0,5M_GC,59.991964403856684,40.45043907936594,12.765509076767161
2022-12-02 14:45:00,2022-12-02 15:55:00,short,1798.3200000000002,1785.59,12.63,1894.5,103517.5,70.0,5M_GC,74.2462704933913,38.664015649474386,24.69359963674671
2022-12-07 05:20:00,2022-12-07 06:05:00,long,1771.74,1772.57,0.73,109.5,103627.0,45.0,5M_DC,30.64450949383873,67.36790845661842,76.32228077577768
2022-12-07 10:20:00,2022-12-07 14:50:00,long,1771.6499999999999,1774.43,2.68,402.0,104029.0,270.0,5M_DC,55.92127424520529,54.15335463172084,87.85083905719578
2022-12-08 22:25:00,2022-12-08 23:35:00,long,1788.25,1789.1,0.75,112.5,104141.5,70.0,5M_DC,77.98007363697853,48.554172570321896,84.85470084877568
2022-12-16 20:00:00,2022-12-16 20:50:00,long,1788.48,1791.94,3.36,504.0,104645.5,50.0,5M_DC,67.23593115614584,75.28422909800423,92.83167488673564
2022-12-19 13:30:00,2022-12-19 15:15:00,short,1795.8700000000001,1793.02,2.75,412.5,105058.0,105.0,5M_GC,76.54933098896213,36.43867924485407,15.724787875652831
2022-12-19 18:50:00,2022-12-19 21:35:00,short,1788.21,1787.05,1.06,159.0,105217.0,165.0,5M_GC,60.63154496374773,35.18052346665594,16.796671364350242
2022-12-19 23:45:00,2022-12-20 02:10:00,short,1787.2,1785.39,1.71,256.5,105473.5,145.0,5M_GC,46.15436669588893,26.8480351742775,11.942761581508833
2022-12-21 20:55:00,2022-12-21 21:55:00,short,1816.9,1814.37,2.43,364.5,105838.0,60.0,5M_GC,77.58679349647132,35.195996663593235,7.916955933420926
2022-12-22 10:05:00,2022-12-22 11:30:00,short,1816.72,1815.85,0.77,115.5,105953.5,85.0,5M_GC,59.23753069482843,53.47985966492994,8.286396995809802
2022-12-23 05:45:00,2022-12-23 07:00:00,long,1793.2099999999998,1794.85,1.54,231.0,106184.5,75.0,5M_DC,24.255569283578343,82.81754575426582,83.47504480992956
2022-12-23 19:10:00,2022-12-23 21:30:00,long,1801.1699999999998,1796.74,-4.53,-679.5,105505.0,140.0,5M_DC,33.388486936021664,46.088154269591335,94.04001555785226
2023-01-03 14:30:00,2023-01-03 16:30:00,short,1834.0900000000001,1844.58,-10.59,-1588.5,103916.5,120.0,SL_or_BE,70.03435414836201,44.856396866606666,85.83697379001319
2023-01-03 19:10:00,2023-01-03 21:30:00,short,1835.8300000000002,1836.97,-1.24,-186.0,103730.5,140.0,5M_GC,70.51422319455553,51.82198327336423,10.482674347251011
2023-01-03 23:30:00,2023-01-04 01:50:00,short,1838.92,1836.8,2.02,303.0,104033.5,140.0,5M_GC,75.37824320079237,47.01314217422239,8.949738346996547
2023-01-04 18:00:00,2023-01-04 19:30:00,short,1856.8400000000001,1856.68,0.06,9.0,104042.5,90.0,5M_GC,78.87794588134098,43.07160497802628,17.730326419386284
2023-01-05 07:10:00,2023-01-05 09:05:00,short,1852.3600000000001,1852.05,0.21,31.5,104074.0,115.0,5M_GC,60.88249127217525,15.595754603388158,17.41791975403396
2023-01-10 19:45:00,2023-01-11 03:35:00,short,1874.99,1872.92,1.97,295.5,104369.5,470.0,5M_GC,50.5948045638464,52.67523749861082,8.982346832674166
2023-01-13 15:50:00,2023-01-13 16:45:00,short,1898.64,1909.41,-10.87,-1630.5,102739.0,55.0,SL_or_BE,86.59409054990884,55.089955906855984,97.40575831672595
2023-01-16 20:10:00,2023-01-17 04:00:00,short,1913.95,1915.35,-1.5,-225.0,102514.0,470.0,5M_GC,40.9161443409913,36.91884812472377,24.917833620466876
2023-01-18 04:15:00,2023-01-18 05:40:00,short,1909.8400000000001,1900.62,9.12,1368.0,103882.0,85.0,5M_GC,23.038299034224554,30.019979913702784,9.806162619381317
2023-01-20 17:30:00,2023-01-20 18:00:00,short,1928.67,1927.21,1.36,204.0,104086.0,30.0,5M_GC,67.29851604132786,28.31647828656479,23.982367080921524
2023-01-23 15:10:00,2023-01-23 15:40:00,short,1926.3300000000002,1921.93,4.3,645.0,104731.0,30.0,5M_GC,30.07084161194427,45.94587427414431,16.16002006501699
2023-01-24 12:45:00,2023-01-24 13:20:00,short,1937.3400000000001,1936.07,1.17,175.5,104906.5,35.0,5M_GC,78.5612494220846,52.92088290349154,22.689075629615388
2023-01-24 13:55:00,2023-01-24 14:45:00,short,1937.1000000000001,1937.02,-0.02,-3.0,104903.5,50.0,5M_GC,78.5612494220846,53.013182673700896,24.424634273006095
2023-01-24 17:55:00,2023-01-24 18:55:00,short,1934.91,1932.5,2.31,346.5,105250.0,60.0,5M_GC,73.2753062537933,43.921300057186194,23.50167254896417
2023-01-25 04:20:00,2023-01-25 05:05:00,short,1938.5500000000002,1932.16,6.29,943.5,106193.5,45.0,5M_GC,69.29051606180514,49.92639645572398,1.883077100220951
2023-01-25 06:15:00,2023-01-25 07:00:00,short,1931.65,1928.36,3.19,478.5,106672.0,45.0,5M_GC,69.29051606180514,15.19988378232432,20.073059395860188
2023-01-26 12:25:00,2023-01-26 16:50:00,short,1936.5300000000002,1931.86,4.57,685.5,107357.5,265.0,5M_GC,48.31546473096477,25.72334180150216,13.159543831866907
2023-01-27 01:45:00,2023-01-27 03:30:00,short,1930.8000000000002,1931.61,-0.91,-136.5,107221.0,105.0,5M_GC,32.80994438981718,71.50402928492997,16.270698343780563
2023-01-30 21:45:00,2023-01-31 05:25:00,short,1923.47,1923.79,-0.42,-63.0,107158.0,460.0,5M_GC,28.29759272388773,47.11194152976438,14.74358974302138
2023-02-02 12:00:00,2023-02-02 13:00:00,short,1956.67,1952.78,3.79,568.5,107726.5,60.0,5M_GC,79.75325791767624,39.787692694914476,23.72815173892968
2023-02-02 13:45:00,2023-02-02 16:00:00,short,1954.8200000000002,1945.16,9.56,1434.0,109160.5,135.0,5M_GC,50.92016219535693,10.897363391465511,16.732480819063497
2023-02-07 15:35:00,2023-02-07 16:10:00,long,1867.26,1869.98,2.62,393.0,109553.5,35.0,5M_DC,60.9076371064866,38.239943750466495,92.23720766646501
2023-02-07 19:10:00,2023-02-07 20:45:00,long,1875.12,1865.12,-10.1,-1515.0,108038.5,95.0,SL_or_BE,56.49863336163892,54.655898969421436,8.022150070177458
2023-02-10 08:50:00,2023-02-10 09:45:00,long,1858.4499999999998,1865.1,6.55,982.5,109021.0,55.0,5M_DC,20.164320309582198,68.14596160547568,88.14612465956127
2023-02-10 11:25:00,2023-02-10 16:00:00,long,1862.6499999999999,1867.19,4.44,666.0,109687.0,275.0,5M_DC,30.824659727700023,52.588142395509635,78.84522076547164
2023-02-16 10:50:00,2023-02-16 12:40:00,long,1838.07,1838.16,-0.01,-1.5,109685.5,110.0,5M_DC,16.425886051070503,27.358490565780055,87.15522314769375
2023-02-17 12:50:00,2023-02-17 13:40:00,long,1823.25,1824.25,0.9,135.0,109820.5,50.0,5M_DC,25.200398055427016,47.25666916996314,76.92696510507125
2023-02-21 13:35:00,2023-02-21 14:25:00,short,1834.7800000000002,1830.97,3.71,556.5,110377.0,50.0,5M_GC,30.10546080728622,24.72539991034381,10.891123875479474
2023-02-22 17:55:00,2023-02-22 18:55:00,short,1835.94,1833.1,2.74,411.0,110788.0,60.0,5M_GC,33.20977648226384,23.976178917640738,8.831593302986619
2023-02-22 19:55:00,2023-02-22 21:45:00,short,1833.1000000000001,1827.64,5.36,804.0,111592.0,110.0,5M_GC,26.461725462230252,8.007429967213083,19.52834589950776
2023-02-24 04:50:00,2023-02-24 10:45:00,long,1824.77,1824.27,-0.6,-90.0,111502.0,355.0,5M_DC,36.09682709131486,26.894909214281835,84.27258343075209
2023-03-02 16:40:00,2023-03-02 19:20:00,short,1835.0,1834.72,0.18,27.0,111529.0,160.0,5M_GC,32.10480421252705,61.071375539670356,13.759683445520162
2023-03-07 07:45:00,2023-03-07 10:20:00,short,1848.68,1846.79,1.79,268.5,111797.5,155.0,5M_GC,24.04660778484133,43.851191759672986,14.301897200989098
2023-03-09 06:25:00,2023-03-09 07:05:00,long,1813.27,1814.93,1.56,234.0,112031.5,40.0,5M_DC,20.62720440962974,54.657933041016655,88.85045700625274
2023-03-09 08:40:00,2023-03-09 09:50:00,long,1813.6599999999999,1814.61,0.85,127.5,112159.0,70.0,5M_DC,33.63539457944885,55.24017467127999,78.36257309666594
2023-03-09 12:10:00,2023-03-09 13:15:00,long,1817.57,1819.54,1.87,280.5,112439.5,65.0,5M_DC,62.90341248907314,78.33739347594165,92.03263563234417
2023-03-13 09:45:00,2023-03-13 10:50:00,short,1874.45,1885.35,-11.0,-1650.0,110789.5,65.0,SL_or_BE,77.5161623201521,37.74681322373243,91.75994863545634
2023-03-14 17:10:00,2023-03-14 18:10:00,short,1907.5400000000002,1904.2,3.24,486.0,111275.5,60.0,5M_GC,74.05514250292599,63.56955776827646,15.746585847013813
2023-03-15 00:20:00,2023-03-15 02:15:00,short,1904.39,1901.55,2.74,411.0,111686.5,115.0,5M_GC,64.45265713774972,34.637693194171916,15.206159910458183
2023-03-15 03:25:00,2023-03-15 05:25:00,short,1903.3300000000002,1903.82,-0.59,-88.5,111598.0,120.0,5M_GC,45.459735775807964,37.07802619600858,17.894736841160363
2023-03-16 00:00:00,2023-03-16 03:05:00,short,1918.89,1910.78,8.01,1201.5,112799.5,185.0,5M_GC,62.30873523133405,23.708217845036263,9.568303474345614
2023-03-20 14:30:00,2023-03-20 14:55:00,short,1984.95,1974.54,10.31,1546.5,114346.0,25.0,5M_GC,77.61974055999644,21.39457603192291,8.334777814338196
2023-03-21 08:05:00,2023-03-21 08:45:00,short,1981.99,1972.68,9.21,1381.5,115727.5,40.0,5M_GC,33.83494311761829,48.264669163064376,10.170489270457193
2023-03-23 03:25:00,2023-03-23 04:20:00,long,1969.6999999999998,1972.52,2.72,408.0,116135.5,55.0,5M_DC,83.22221431753952,81.10880931217976,96.5561741900608
