entry_time,exit_time,side,entry_price,exit_price,pnl_usd,pnl_jpy,balance,duration_min,exit_reason,k4h_at_entry,k1h_at_entry,k5m_at_entry
2023-10-04 09:25:00,2023-10-04 10:30:00,long,1818.27,1819.56,0.099,14.85,102256.75,65.0,5M_DC,40.99331488859932,44.91200681177344,78.4507560527886
2023-10-06 03:05:00,2023-10-06 04:50:00,long,1821.49,1822.63,0.084,12.6,102269.35,105.0,5M_DC,49.32513554286961,81.43185429891027,79.64519140766966
2023-10-06 19:25:00,2023-10-06 21:15:00,long,1832.1499999999999,1832.38,-0.007,-1.05,102268.3,110.0,5M_DC,63.19403640981693,84.0633101374646,89.04003970385979
2023-10-19 01:35:00,2023-10-19 03:50:00,short,1949.67,1950.11,-0.074,-11.1,102257.2,135.0,5M_GC,70.14829467890485,57.74816657966636,22.508960572993004
2023-10-20 22:00:00,2023-10-23 02:50:00,short,1979.06,1970.8,0.796,119.4,102376.6,3170.0,5M_GC,57.79819866290405,32.38321498893591,5.674995021549521
2023-10-23 20:55:00,2023-10-23 22:30:00,short,1975.76,1972.56,0.29,43.5,102420.1,95.0,5M_GC,35.814579726766915,45.51955815590254,8.659492245034436
2023-10-23 23:35:00,2023-10-24 03:55:00,short,1972.69,1973.68,-0.129,-19.35,102400.75,260.0,5M_GC,32.227351413640086,30.544096322376316,23.697318006983153
2023-10-27 12:15:00,2023-10-27 13:00:00,short,1986.82,1985.67,0.085,12.75,102413.5,45.0,5M_GC,63.7928384813412,32.2181647295592,23.71391865208635
2023-10-30 22:55:00,2023-10-31 00:50:00,short,1995.7,1995.11,0.029,4.35,102417.85,115.0,5M_GC,61.363636363447796,34.965473948196205,23.499319411304764
2023-10-31 16:00:00,2023-10-31 17:10:00,short,2000.8600000000001,1995.62,0.494,74.1,102491.95,70.0,5M_GC,43.38089506861718,47.326750812092776,16.257698927997325
2023-11-01 22:25:00,2023-11-02 00:00:00,long,1977.84,1982.18,0.404,60.6,102552.55,95.0,5M_DC,28.715806489368166,53.41745530995886,88.08515253035846
2023-11-02 12:15:00,2023-11-02 12:55:00,long,1986.22,1988.78,0.226,33.9,102586.45,40.0,5M_DC,72.76550998915639,78.55493512149084,88.38164250962411
2023-11-02 13:40:00,2023-11-02 16:55:00,long,1988.6599999999999,1984.18,-0.478,-71.7,102514.75,195.0,5M_DC,72.25476941532675,50.974049871050106,84.39379451599548
